id,title,price,item_url,image_url,category_name,category_id
12,LulaRoe Amelia Size MED Blue Short Sleeve Fit Flare Dress Limited Edition,$20.00 ,https://www.ebay.com/itm/184962025307?_trkparms=ispr%3D1&hash=item2b1098875b:g:VkcAAOSwPxpg~COd&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtJ4%252BR7XReBZLN377HW%252Bi%252FZu4FTr9YmN%252Fo0%252BQLL%252BuiZes%252F4ArLDq%252F%252FGf6OW5IHHlQVn0V3g%252B38sVxzwPqhlzZ6ASfi%252FjGDMcBMR%252BVsv7bjR6sU7yZG%252FILf5u4V%252FFcfQmgTnMFoLpdn8RI6C8HooFBoKVKWCBB01rb68e%252FZWPADVrJF6U53SoS4%252F0FQ70t6DWZCHe%252FRZz1phcvU60SjyGikezOhOFY4axlvkCakWhCTqLXLIfcU%252FgKmN9F72HeBMtmZcqcALlZHqqouQc2GKRkGBSLCwTQdRIj9Dkys2Z5PKbWKEsu60LJ6n3p8zSb2Meg5dmnsQcB0abgC3tDnLdppx68EpKYHllg22saf%252BE%252BFjTK6CtgRGRuiuYmLvC94u7CWerUuJaoxZqeKl%252BrTANl2TMLNVHk1OcnlsS3a1xMBCBFO6K7ohQQtRI2xrlkB23Hv24jdJsj6lh0mMHL6T9yQjyTQp2qTiYYnN8bWwIxe67BpLze7OCQY06qwLH04iU1n3EMoMdqnRnZDrLKMooqrtwmYSkRf2vXnaga2KeBtMBrcBCWkGCvbO%252BMJPht4X9Kk7nNB7ccRT4StFML49e3MRefky4gRmlpt%252Fs%252FSTY6TGhfEHsd9mdP8kysWIjtUWxL5eyJRpPlGDf6hgYJtywUNe%252BjaOcG6NpN0Bi2RRUo8KUGSmUjbToQPYVsq3JWbhqmqF%252FFLslj5Uk%252BUCUy5B7y%252F9t%252Bvq7nmbYtulrEA0YpbsEBm88aoGYCAFF2By8alE22H%252FGZsohBDirP58JM6PFtGz4%253D%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/VkcAAOSwPxpg~COd/s-l225.jpg,dress,1
13,Oasis Size 14 Floral Dress Pink & Grey,$11.69 ,https://www.ebay.com/itm/334088407700?_trkparms=ispr%3D1&hash=item4dc9388a94:g:0rEAAOSwU4Jg~Cc4&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSprd4IgPv6LBzlteBBg9Pe0pMNHyIEc6NbPLw6FrnNZFUsHAMH%252FZkS%252FFKUDwzjxQ7E8bElQ6RfB2ai%252B2JmHpku0ozmErQrrYwX%252B%252FNTAfzr2Dd6LVk%252FecUgfFwWsTEChFryyC3Q9iK8HGd776lh3QY8njIzdT4BpbUB2i9f6eo%252BtVSx6nCYzhZFyEofT6FVlCKBeY%252Bh%252BCY1mE0Goh9PeLRRl3rGo1T1AMr5I3Ylk%252F6I%252FAiKjKXc30msnG6B3JBRV51jMIGxrkcArsRnNjvdDoDbGYJJgxLQGzkUppxrpc2Nu7gAqEgTFaWFe%252BXyQ7cvHXl6urmPVMo6FvHn1ncy%252FWBmW%252FlPz2Ynn0dtCvzI7YOTL4lwJnxeU236xTSXMx9qFJEiuZY9xYr08%252F0FDkV4Z7DGH5uZmOheAoI4%252FPjQvBXz3SJkwMiA91R9Q9cKgpn8XPx9FJpF0iTvjly5apXf1SJnrGRqyNEHslBi5%252BwjBq6THtDzFBgJF5UZPTde3X2u0hnux5xv5X965nJNo3h0q9oNKK9waO5%252BA4m9MGKf%252BkSsQI9dqB58nZqB%252BeVoDNvoCosFJoL4nSAoyN6cfOZ2FvsVlNHGT2cdGfjeY3X8wzjyh3WUGxU0x6m%252BowDpWdOKVM%252FJOo%252BOFcztjk0%252F48EPCFhKr00K42tV5CGOyS58U4wG1FYtt57RWDZ6bg9LDJC5cZNi%252BgQAO0OYCk5FhCEEOjegWalXjnpxEH4DIfZK4D7WMCvqqgHkgGC1NC2dNfHa9BzYlEAWu1%252FupoDraJyhuG0fIBF3CTrfPFAGJ0ndtJainUAeccVmcz3c1erWiOZNDdG%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/0rEAAOSwU4Jg~Cc4/s-l225.jpg,dress,1
14,Stunning ROMAN Evening Dress 16 Black Red Trim Glitter Cold Shoulder Party Chic,$48.13 ,https://www.ebay.com/itm/324726656831?_trkparms=ispr%3D1&hash=item4b9b378f3f:g:mNsAAOSwHHtg~Hl0&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJLBnI0%252BwDCw8JjfkEIxx%252BwMqJWAcq1m7i8DFh3zTg8nOu6R8pVpgqbK88Lq8tKx66yJ5ZOLuQhcxwSBd1T1B9%252ByhDmkorNm0ydeuZR5ug5JV9yaUmsUxlLtwxn6MSbR9rAPg1L5QgVDZ3oTxUkTC3%252BewEahba1fPrV8zdJUnMXSvlbH13my53wnMkVQsptmI%252FB95NlLPhSX7QaUk5RHtcvpwAxfmYtrdGWk9w2e8dyxaQ0l5DIwHbuqxmkhwwrcxtlvDym7a2DN%252FCSEKH%252F3vafHMyoMZA4NpzKdgqq9rfo5KjeN9F1q%252BvH%252Fo8i41krBIg8UJJodoxTQEVLYwG0P3GFstXVtwGQmuYxwxnsFy%252Be9FWTL7UHKzwiKfPJAZTS710HsVPziQV2kdVngCVw8S5VO3qD%252BWYcJsjGvp%252BRD%252FHmognq6YJ8zsBgnZcBSb%252FMM6g4buBKy2VVg3qFAGQNclUyw15uV7p19k2N9BueMuta5tzvWL9Q238HsHtDw2fhkx8cl54UBm9X%252BftNJ0UDeJNzIWVxQHbke4SA96e25Z2sf6raTch2ixTU3%252BHcGTjNDC2%252FIjZLPcyoUzHOgCXqQvjRpK6KoDp7jL%252FusDxS1omLeWoBOUBXdseBN0Magm%252BN7ylhSMNA6ivQZ6x%252FLkmdblu60BNGfUf97aDK%252Bw0K2AWK1eK4aiy7OAYrDw5fCgC8zjBO7Ytpef7tBr68mTQrKr0Zeb4RMKbaQ6DjHM2MI3hpHLhKrh62iL6pGW%252BQoxG92Kt%252B6sf1GSUolR5cDLeuwZcy7O5sgAOKOC%252Bkl78MKugh8t%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/mNsAAOSwHHtg~Hl0/s-l225.jpg,dress,1
15,IISLA&BIRD Ladies Maxi Dress Size 16 Plus Size NWOT,$13.75 ,https://www.ebay.com/itm/114905487425?hash=item1ac0e69841:g:qyIAAOSw5Fdg~FIG,https://i.ebayimg.com/thumbs/images/g/qyIAAOSw5Fdg~FIG/s-l225.jpg,dress,1
16,Primark Women’s Dress size 20 dress BNWT,$10.31 ,https://www.ebay.com/itm/304079738445?hash=item46cc90964d:g:9HsAAOSwm~tg~C-D,https://i.ebayimg.com/thumbs/images/g/9HsAAOSwm~tg~C-D/s-l225.jpg,dress,1
17,Asos Floral Midi Dress Size 12,$4.13 ,https://www.ebay.com/itm/304077716761?hash=item46cc71bd19:g:NXwAAOSwB1hg-oqL,https://i.ebayimg.com/thumbs/images/g/NXwAAOSwB1hg-oqL/s-l225.jpg,dress,1
18,accessorize beach dress,$2.06 ,https://www.ebay.com/itm/284382669984?hash=item4236872ca0:g:JjYAAOSwIUxg-x4Y,https://i.ebayimg.com/thumbs/images/g/JjYAAOSwIUxg-x4Y/s-l225.jpg,dress,1
19,Little Black bodycon Backless Dress Size 10 Brand New With Tags,$2.75 ,https://www.ebay.com/itm/334088516499?hash=item4dc93a3393:g:Dd0AAOSwQYlg~EZo,https://i.ebayimg.com/thumbs/images/g/Dd0AAOSwQYlg~EZo/s-l225.jpg,dress,1
20,Michael Kors Sleeveless Button Down Black and White Polka Dot Dress Size 10,$25.00 ,https://www.ebay.com/itm/324727324818?_trkparms=ispr%3D1&hash=item4b9b41c092:g:~BQAAOSwPUdg~W5R&amdata=enc%3AAQAGAAACgPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJNmo1WJQGjJTconj4XMZGrDpHVrAHpvuRBwVsAEBwlu%252Fv0KfE1BfKk2TXSBc0Fk6K1YE%252BhbhjUhODTJDXtX%252BJMSwV2wXZ9qyu1%252B%252Bteg8ggmcJLwzjfH4hj0Wv8IYUUcJSXRBLEDSi06Q5buvVnN%252F3vNH8Ias7DQHcKur5n281p4%252FLzCJaqYDcSWpRLLZBWmcJWJGbV1Dbo3eCbe6phIhbiz3WqtGzUfKStZ3%252FgQL2sphmIJ4JZDFDRY6XNuZU83yFLNEFdu0pH%252BpOVzEfjaPT5bXe1NMMA%252F3wecsENqdqVQhi94SslufWQWK3%252Fv6Ja9muh%252FlZioLjvqOcmWBjhKc0mLglyI2wY1uM%252FlUzeI8OQJ8hXWy9WGyohnfZPC%252F713U1mbOf0rCA0TnKnB%252F2fezyA6NdkrsZvNQZ6uGdMdRfCIA%252FQuQc%252BSYGz2NKjJzmjtSHxkNrrJuz5kWAW9NGSDqllK6Uv6iZvXX1cMSysF6Ttk1wXNr%252FhBFffHcsxLftGH%252FlP8%252BI%252BZ78pZMn1FkQaE9nx7I%252Bee%252FqnIEwXW1XNiVOejBVW%252Bn6eXW9GU%252FGD2h7YSmyXoovwy3SKTuItnrwrEkmJvqC%252B3LwrMji0FccgSYW8mN0PprkiAd9s5hweDW0vVdodhrmO%252BU6QBHNlTHwfwna9b1ddS85lez3%252BH8G2ETpZkrjj25P2AQhrb9OQgVOX2WMba1dDUYSqKXEgJ0okXp4e5XdCzh2aoEO0n96xr%252Fx3pdV88lqs6YOgsRfAlAb1AuCGVOspTem4QUbUuakH1hv5o%253D%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/~BQAAOSwPUdg~W5R/s-l225.jpg,dress,1
21,COS black dress with frill. Size 44 UK 18. New,$38.50 ,https://www.ebay.com/itm/174857134697?hash=item28b64c2269:g:xbkAAOSwDEdg~X4C,https://i.ebayimg.com/thumbs/images/g/xbkAAOSwDEdg~X4C/s-l225.jpg,dress,1
22,Ladies Next Midi Dress Size 16 NEW WITH TAGS.,$6.88 ,https://www.ebay.com/itm/313607878116?hash=item49047c75e4:g:QN4AAOSw36lg9D~o,https://i.ebayimg.com/thumbs/images/g/QN4AAOSw36lg9D~o/s-l225.jpg,dress,1
23,calvin klein Dress Size 12,$12.38 ,https://www.ebay.com/itm/353589163101?hash=item52538e745d:g:gsEAAOSw3Whg~Ezv,https://i.ebayimg.com/thumbs/images/g/gsEAAOSw3Whg~Ezv/s-l225.jpg,dress,1
24,new look dress 16,$13.75 ,https://www.ebay.com/itm/304078363802?hash=item46cc7b9c9a:g:SwMAAOSw3plg-wLe,https://i.ebayimg.com/thumbs/images/g/SwMAAOSw3plg-wLe/s-l225.jpg,dress,1
25,Antonio Melani beige dress sz 14 new but tags fell off,$12.00 ,https://www.ebay.com/itm/334088720134?hash=item4dc93d4f06:g:vdcAAOSw0S5g~ITv,https://i.ebayimg.com/thumbs/images/g/vdcAAOSw0S5g~ITv/s-l225.jpg,dress,1
26,H&M - STRAPLESS COCKTAIL DRESS - SIZE 10 (EUR 40) - BLACK & PINK,$8.94 ,https://www.ebay.com/itm/274872299237?hash=item3fffaa6ee5:g:FYkAAOSwitlg9X9B,https://i.ebayimg.com/thumbs/images/g/FYkAAOSwitlg9X9B/s-l225.jpg,dress,1
27,Shirt Style Dress By Kley Size 14 Sage Light Olivey Green Colour,$12.38 ,https://www.ebay.com/itm/224540348499?hash=item3447a5d053:g:2TcAAOSwfotg9bv7,https://i.ebayimg.com/thumbs/images/g/2TcAAOSwfotg9bv7/s-l225.jpg,dress,1
28,Lime Green Polka Dot Full Wrap Dress Size 8 Summer Festival Party,$17.86 ,https://www.ebay.com/itm/194251385239?hash=item2d3a48e997:g:uPEAAOSwjkpg-Swg,https://i.ebayimg.com/thumbs/images/g/uPEAAOSwjkpg-Swg/s-l225.jpg,dress,1
29,Ladies Dress size 18,$4.13 ,https://www.ebay.com/itm/224545995503?hash=item3447fbfaef:g:IFoAAOSw0-Ngzfye,https://i.ebayimg.com/thumbs/images/g/IFoAAOSw0-Ngzfye/s-l225.jpg,dress,1
30,EAST NAVY BLUE/WHITE SPOT DRESS SIZE 12,$12.36 ,https://www.ebay.com/itm/144125441934?hash=item218e8bb78e:g:AXEAAOSwSwxg~FDc,https://i.ebayimg.com/thumbs/images/g/AXEAAOSwSwxg~FDc/s-l225.jpg,dress,1
31,YMC oversized Shirt / Dress,$41.25 ,https://www.ebay.com/itm/203534907332?hash=item2f63a037c4:g:JosAAOSwZflg-8uG,https://i.ebayimg.com/thumbs/images/g/JosAAOSwZflg-8uG/s-l225.jpg,dress,1
32,ASOS NWT Boho Floral Dress Size 10,$19.87 ,https://www.ebay.com/itm/255063004689?hash=item3b62f09611:g:yYQAAOSwjY5g-h0j,https://i.ebayimg.com/thumbs/images/g/yYQAAOSwjY5g-h0j/s-l225.jpg,dress,1
33,Dress Size 18,$8.25 ,https://www.ebay.com/itm/203535341196?hash=item2f63a6d68c:g:ZmMAAOSwyMFg~CxH,https://i.ebayimg.com/thumbs/images/g/ZmMAAOSwyMFg~CxH/s-l225.jpg,dress,1
34,Fat Face Summer Dress Sleeveless Size 14,$20.63 ,https://www.ebay.com/itm/234102481897?hash=item36819863e9:g:Kq0AAOSwiOxg-~iQ,https://i.ebayimg.com/thumbs/images/g/Kq0AAOSwiOxg-~iQ/s-l225.jpg,dress,1
35,lipsy Trouser Dress Size 16,$13.75 ,https://www.ebay.com/itm/353589175249?hash=item52538ea3d1:g:-i0AAOSwnfBg~FAX,https://i.ebayimg.com/thumbs/images/g/-i0AAOSwnfBg~FAX/s-l225.jpg,dress,1
36,Floral Red Dress Studio Size 12 14,$12.36 ,https://www.ebay.com/itm/234081638718?_trkparms=ispr%3D1&hash=item36805a593e:g:4y4AAOSw5j1g5wjv&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSRAQR8FABHjfpFoyRlXhWmWMScNR%252BNPAr8Cn8h8Eh0s0j8g0hT10IAdAJjJubkSy%252FrUnfEoPkFwDHjYaniS0QMhvIICFvDT1t48kpn4qrL%252FfCSTZu8V6jjou73O6nCeRaCaWTfHLMyquHlI7UnaL9dk0QbBXleK7z5TnimxxENYpjQsqL3mp%252FdsAPsvR13ZVLilXt9OYARLjXulx8wIr8RjS6p7lP7agnkoUS%252F7si%252FB71rCQLgz9rYmRfsAhIrrgVY5g8G7%252BGqdyINWp4jCvOzOFjgVnzV2PA91YGTS8cPc6jCFZLfmBUSgRYg6JTyO1vFXugWKEnT59SlKNnHHoWN%252FMJTpH2fEzLCfpzIQ8%252F63kWxf13oOSeFXWozgf8EoXfH7%252BY13bAC26PLTuNKCFYIpfeJSVxg789ESzN%252Bg8OclnI1l0LAH5eO%252Byih3Nip9l%252BfbrQ22ve0BG2qf6AMzTkPsOvUrnzItQuaylvOmwwFIO2Hmy6BUqXPX3OeX64joN6%252BfDMWOJIu%252F9VEpJttFdpKDoQGg1lQYXPSB7XIH8D76z1te%252FsX7pvU0WVGDN4ykzzT2IOlngoE3HdFFNtHNSRFiiUPvNL3%252BrBgfd8Gxj8S3%252F9fDCtfVULVW5TT4muTux19j3t5GfGLErzniEI96MaTXuLBcnL4YLIlpRCqAIOsm93H8DDfQCijyeHWcDRrqQ1GG2gQNCKQ7srtVsBm%252BnIMRWErqs2EG4FqBKe44jZOmm51JihQKDUC3xe6UdtgEqmvWSk3oyArEwXFth3oFC3sLp%252FZKypNzgzwbpj1A%252BTCpx7os9GGukROZxZTTv21LcF%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/4y4AAOSw5j1g5wjv/s-l225.jpg,dress,1
37,star julian macdonald size 20 Dress,$24.75 ,https://www.ebay.com/itm/133828380048?_trkparms=ispr%3D1&hash=item1f28cb0590:g:~4kAAOSwrapg~FKE&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSHYXPhGXR5uguexJBeHwfgUchxYYsqNNTr2TYs4dHL5SZ0UqTjYo9DYsivARZS4sLSucn8grIIb4vfGpIka2rK6JQFuZvE%252FIMyxvaVs4ZCoElKVgFZIXYeScFFzp1FXt9paryLgratXnLUZOaaust84MrBZ9EbdGdMgWG5gTgosW89SnKX3By7wecs67MnBTxNS9BOXhlcjMacZ334AHBfYxPXEGviWqGpfEyuHx5LpOdtTwG74AywdVedEjWrhszFSf6T2WymKFKat2e2qg3OF0HaZTStqqwz7w6FT%252BAPvNw3N%252FUCl%252BsxEV8%252FHq%252FsDADcSXXK6agKFhsynmanyOJBqgQ6fPTtMpV3W7lI4%252F2rypNdFgBHO9iIATuqLRDU%252BJIqbmgIaR%252B2Z6SXI086jG09MPTvk1N2gITm2yBKWLLknoFh9neuzrZvRRJaTaP8%252F92mTjeyMTNOuergBxXpDEF99hxc8tFDUttgl324FLcmmy%252BIr03LwJuwAV5JPSLnE4FIXYGzby3gZQPi2%252Be86mgjUB7zxkmnBZvFtqcPGEot%252FsaxeI39NnAQUtmKZ7a%252BlqI9VUltwGdF1RMAh71z1f9KmV7trtb04efrYMvwL0mu37H1znFz0%252FvF3jp7Cn5hvxuO1UPZoj%252Bmje0jxMJ%252FRe%252BNLT0klvyeuOaxeSShAkvzw6NGHjK0ZgC%252BgFVQToa%252B5%252BMyU0H2QPwp6Pybg9sS4voPIrbDU7Up0zvyGqOTNB%252BR9pSqwqoJICIy6vXMz%252FikpXS0Hv6WoAt4mad9VNLvn%252BrEHGjAUDNHahmTicoHZqxWe8aZ6Z%252Fq2m0vJe3pEw3ouWo%7Campid%3APL_CLK%7Cclp%3A2334524,https://i.ebayimg.com/thumbs/images/g/~4kAAOSwrapg~FKE/s-l225.jpg,dress,1
38,Zara mini dress size M,$4.13 ,https://www.ebay.com/itm/393464344043?hash=item5b9c4d6deb:g:p74AAOSwaEtg~Wyt,https://i.ebayimg.com/thumbs/images/g/p74AAOSwaEtg~Wyt/s-l225.jpg,dress,1
39,Whistles 14 Blue Tunic Dress,$3.44 ,https://www.ebay.com/itm/184962129631?hash=item2b109a1edf:g:3BYAAOSwBKFg~Dpr,https://i.ebayimg.com/thumbs/images/g/3BYAAOSwBKFg~Dpr/s-l225.jpg,dress,1
40,Misguided Polka Dot Dress Size 8,$6.86 ,https://www.ebay.com/itm/144126207353?hash=item218e976579:g:9f4AAOSwnHRg~Vnx,https://i.ebayimg.com/thumbs/images/g/9f4AAOSwnHRg~Vnx/s-l225.jpg,dress,1
41,ASOS collusion T-shirt Tea dress Green And White,$13.75 ,https://www.ebay.com/itm/353589204694?hash=item52538f16d6:g:jYEAAOSwNfBg~Fh~,https://i.ebayimg.com/thumbs/images/g/jYEAAOSwNfBg~Fh~/s-l225.jpg,dress,1
42,Crew Clothing Ladies Blue & White T Shirt Dress Size 16,$20.63 ,https://www.ebay.com/itm/184963594748?hash=item2b10b079fc:g:ZFkAAOSwEztg~XiY,https://i.ebayimg.com/thumbs/images/g/ZFkAAOSwEztg~XiY/s-l225.jpg,dress,1
43,Misguided Dress,$6.88 ,https://www.ebay.com/itm/224542338022?hash=item3447c42be6:g:atMAAOSw5wdg7sW8,https://i.ebayimg.com/thumbs/images/g/atMAAOSw5wdg7sW8/s-l225.jpg,dress,1
44,In The Style Pink Floral Dress Size 14,$4.81 ,https://www.ebay.com/itm/174855337330?hash=item28b630b572:g:eewAAOSwjVRg-8Mh,https://i.ebayimg.com/thumbs/images/g/eewAAOSwjVRg-8Mh/s-l225.jpg,dress,1
45,Mustard Ochre Strappy Peephole Button Midi Dress Size 10 festival summer BNWT,$5.50 ,https://www.ebay.com/itm/304078235029?hash=item46cc79a595:g:6EMAAOSwqlpg-t1F,https://i.ebayimg.com/thumbs/images/g/6EMAAOSwqlpg-t1F/s-l225.jpg,dress,1
46,Lasiea ALine Summer Dress Size 22,$2.89 ,https://www.ebay.com/itm/224546862994?hash=item3448093792:g:meoAAOSwU0Rg~Urh,https://i.ebayimg.com/thumbs/images/g/meoAAOSwU0Rg~Urh/s-l225.jpg,dress,1
47,London Times Dress Size 22W Floral Print,$6.80 ,https://www.ebay.com/itm/304076804191?hash=item46cc63d05f:g:UeAAAOSwpk1g-al8,https://i.ebayimg.com/thumbs/images/g/UeAAAOSwpk1g-al8/s-l225.jpg,dress,1
48,M&S. STRETCH SWING DRESS. SIZE 16. SHORT SLEEVE. NAVY & WHITE STRIPE. BNWT,$6.19 ,https://www.ebay.com/itm/334087248056?hash=item4dc926d8b8:g:mW0AAOSw9etg-tej,https://i.ebayimg.com/thumbs/images/g/mW0AAOSw9etg-tej/s-l225.jpg,dress,1
49,Valerie Bertinelli Black Evening Dress. UK Size 16 / US Size 12,$6.88 ,https://www.ebay.com/itm/274874595517?hash=item3fffcd78bd:g:Pk4AAOSw~kNg90fk,https://i.ebayimg.com/thumbs/images/g/Pk4AAOSw~kNg90fk/s-l225.jpg,dress,1
50,billie and blossom Dress Size 10,$5.50 ,https://www.ebay.com/itm/304077013954?hash=item46cc6703c2:g:wrEAAOSwxBhg-dYS,https://i.ebayimg.com/thumbs/images/g/wrEAAOSwxBhg-dYS/s-l225.jpg,dress,1
51,NEW with tags Ronni Nicole round neck sleeveless blue panel Dress with kick hem.,$13.75 ,https://www.ebay.com/itm/313615554713?hash=item4904f19899:g:ZS4AAOSw37Ng~Qkd,https://i.ebayimg.com/thumbs/images/g/ZS4AAOSw37Ng~Qkd/s-l225.jpg,dress,1
52,Collectiff Yellow Strawberry Dress. New With Tags. UK14. £15,$13.75 ,https://www.ebay.com/itm/184961505395?hash=item2b10909873:g:nNEAAOSwkANg-7d~,https://i.ebayimg.com/thumbs/images/g/nNEAAOSwkANg-7d~/s-l225.jpg,dress,1
53,Dress Size 18,$1.65 ,https://www.ebay.com/itm/224545917290?hash=item3447fac96a:g:QbsAAOSwDxVg~Bb7,https://i.ebayimg.com/thumbs/images/g/QbsAAOSwDxVg~Bb7/s-l225.jpg,dress,1
54,Wallis Pink Animal Shirt Dress Sz 12,$13.75 ,https://www.ebay.com/itm/284383502400?hash=item423693e040:g:1O4AAOSw7t9g~AUF,https://i.ebayimg.com/thumbs/images/g/1O4AAOSw7t9g~AUF/s-l225.jpg,dress,1
